"Entry ID","Structure Author","Deposition Date","Resolution (Å)","Citation Author","Title","Publication Year","Structure Title","Expression Host","Source Organism","Total Number of Polymer Residues per Assembly",
,,,,,,,,,"Escherichia coli K-12",,
,,,,,,,,,"Escherichia coli K-12",,
,,,,,,,,,"Escherichia coli K-12",,
,,,,,,,,,"Escherichia coli K-12",,
,,,,,,,,,"Escherichia coli K-12",,
,,,,,,,,,"Escherichia coli K-12",,
,,,,,,,,,"Escherichia coli K-12",,
,,,,,,,,,"Escherichia coli K-12",,
,,,,,,,,,"Escherichia coli K-12",,
,,,,,,,,,"Escherichia coli K-12",,
"4V9F","Gabdulkhakov, A.","2012-11-02","2.404","Gabdulkhakov, A., Nikonov, S., Garber, M.","Revisiting the Haloarcula marismortui 50S ribosomal subunit model.",2013,"The re-refined crystal structure of the Haloarcula marismortui large ribosomal subunit at 2.4 Angstrom resolution: more complete structure of the L7/L12 and L1 stalk, L5 and LX proteins",,"Haloarcula marismortui ATCC 43049",7583,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
,,,,,,,,,"Haloarcula marismortui ATCC 43049",,
"4V9H","Tourigny, D.S.","2013-03-25","2.857","Tourigny, D.S., Fernandez, I.S., Kelley, A.C., Ramakrishnan, V.","Elongation factor G bound to the ribosome in an intermediate state of translocation.",2013,"Crystal structure of the ribosome bound to elongation factor G in the guanosine triphosphatase state",,"Thermus thermophilus HB8",11728,
,"Fernandez, I.S.",,,,,,,,"Thermus thermophilus HB8",,
,"Kelley, A.C.",,,,,,,,"Thermus thermophilus HB8",,
,"Ramakrishnan, V.",,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,"Escherichia coli","Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"synthetic construct",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
"4V9I","Fernandez, I.S.","2013-04-04","3.3","Fernandez, I.S., Ng, C.L., Kelley, A.C., Wu, G., Yu, Y.T., Ramakrishnan, V.","Unusual base pairing during the decoding of a stop codon by the ribosome.",2013,"Crystal structure of thermus thermophilus 70S in complex with tRNAs and mRNA containing a pseudouridine in a stop codon",,"Thermus thermophilus HB8",10846,
,"Ng, C.L.",,,,,,,,"Thermus thermophilus HB8",10833,
,"Kelley, A.C.",,,,,,,,"Thermus thermophilus HB8",,
,"Guowei, W.",,,,,,,,"Thermus thermophilus HB8",,
,"Yu, Y.T.",,,,,,,,"Thermus thermophilus HB8",,
,"Ramakrishnan, V.",,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"synthetic construct",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"synthetic construct",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
"4V9M","Zhou, J.","2013-04-25","4","Zhou, J., Lancaster, L., Donohue, J.P., Noller, H.F.","Crystal structures of EF-G-ribosome complexes trapped in intermediate states of translocation.",2013,"70S Ribosome translocation intermediate FA-4.2A containing elongation factor EFG/FUSIDIC ACID/GDP, mRNA, and tRNA bound in the pe*/E state.",,"Thermus thermophilus HB27",11653,
,"Lancaster, L.",,,,,,,,"Thermus thermophilus HB27",11653,
,"Donohue, J.P.",,,,,,,,"Thermus thermophilus HB27",,
,"Noller, H.F.",,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
"4V9N","Santos, N.","2013-04-26","3.4","Santos, N., Zhu, J., Donohue, J.P., Korostelev, A.A., Noller, H.F.","Crystal Structure of the 70S Ribosome Bound with the Q253P Mutant Form of Release Factor RF2.",2013,"Crystal structure of the 70S ribosome bound with the Q253P mutant of release factor RF2.",,"Thermus thermophilus HB27",10754,
,"Zhu, J.",,,,,,,"Escherichia coli BL21(DE3)","Thermus thermophilus HB27",10754,
,"Donohue, J.P.",,,,,,,,"Thermus thermophilus HB27",,
,"Korostelev, A.A.",,,,,,,,"Thermus thermophilus HB27",,
,"Noller, H.F.",,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
"4V9Q","Svidritskiy, E.","2013-06-12","3.4","Svidritskiy, E., Ling, C., Ermolenko, D.N., Korostelev, A.A.","Blasticidin S inhibits translation by trapping deformed tRNA on the ribosome.",2013,"Crystal Structure of Blasticidin S Bound to Thermus Thermophilus 70S Ribosome.",,"Thermus thermophilus HB27",10317,
,"Ling, C.",,,,,,,,"Thermus thermophilus HB27",10317,
,"Ermolenko, D.N.",,,,,,,,"Thermus thermophilus HB27",,
,"Korostelev, A.A.",,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Alcaligenes sp.",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"Thermus thermophilus HB27",,
,,,,,,,,,"synthetic construct",,
"4W2E","Gagnon, M.G.","2014-06-04","2.9","Gagnon, M.G., Lin, J., Bulkley, D., Steitz, T.A.","Crystal structure of elongation factor 4 bound to a clockwise ratcheted ribosome.",2014,"Crystal structure of Elongation Factor 4 (EF4/LepA) bound to the Thermus thermophilus 70S ribosome",,"Thermus thermophilus",11638,
,"Lin, J.",,,,,,,,"Thermus thermophilus",,
,"Steitz, T.A.",,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,"Escherichia coli","Escherichia coli",,
,,,,,,,,,"Thermus thermophilus",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,"Escherichia coli","Escherichia coli",,
,,,,,,,,,"synthetic construct",,
,,,,,,,,"Escherichia coli","Thermus thermophilus HB8",,
,,,,,,,,"Escherichia coli","Thermus thermophilus HB8",,
"4W4G","Schureck, M.A.","2014-08-14","3.3","Schureck, M.A., Dunkle, J.A., Maehigashi, T., Miles, S.J., Dunham, C.M.","Defining the mRNA recognition signature of a bacterial toxin protein.",2015,"Postcleavage state of 70S bound to HigB toxin and AAA (lysine) codon",,"Thermus thermophilus HB8",10916,
,"Maehigashi, T.",,,,,,,,"Thermus thermophilus HB8",10916,
,"Dunkle, J.A.",,,,,,,,"Thermus thermophilus HB8",,
,"Dunham, C.M.",,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Escherichia coli str. K-12 substr. MC4100",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,"Escherichia coli BW25113","Proteus vulgaris",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
,,,,,,,,,"Thermus thermophilus HB8",,
"4WCE","Eyal, Z.","2014-09-04","3.526","Eyal, Z., Matzov, D., Krupkin, M., Wekselman, I., Paukner, S., Zimmerman, E., Rozenberg, H., Bashan, A., Yonath, A.","Structural insights into species-specific features of the ribosome from the pathogen Staphylococcus aureus.",2015,"The crystal structure of the large ribosomal subunit of Staphylococcus aureus",,"Staphylococcus aureus subsp. aureus NCTC 8325",6252,
,"Matzov, D.",,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,"Krupkin, M.",,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,"Wekselman, I.",,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,"Zimmerman, E.",,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,"Rozenberg, H.",,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,"Bashan, A.",,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,"Yonath, A.",,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
,,,,,,,,,"Staphylococcus aureus subsp. aureus NCTC 8325",,
