"Assembly ID","Deposition Date","PDB ID","DOI","Title",
"4V5R-2","2010-12-07","4V5R","10.1038/NSMB.2003","How Mutations in tRNA Distant from the Anticodon Affect the Fidelity of Decoding.",
"4V63-2","2008-05-16","4V63","10.1038/nature07115","Structural basis for translation termination on the 70S ribosome",
"4V65-1","2008-08-03","4V65",,"The Structure of the E. coli Ribosome Before and After Accommodation: Implications for Proofreading",
"4V5S-2","2010-12-07","4V5S","10.1038/NSMB.2003","How Mutations in tRNA Distant from the Anticodon Affect the Fidelity of Decoding.",
"4V64-2","2008-06-11","4V64","10.1261/rna.1076908","Structural basis for hygromycin B inhibition of protein biosynthesis",
"4V5S-1","2010-12-07","4V5S","10.1038/NSMB.2003","How Mutations in tRNA Distant from the Anticodon Affect the Fidelity of Decoding.",
"4V64-1","2008-06-11","4V64","10.1261/rna.1076908","Structural basis for hygromycin B inhibition of protein biosynthesis",
"6O7K-1","2019-03-08","6O7K","10.1038/s41586-019-1249-5","Late steps in bacterial translation initiation visualized using time-resolved cryo-EM.",
"4V5P-1","2010-12-07","4V5P","10.1038/NSMB.2003","How Mutations in tRNA Distant from the Anticodon Affect the Fidelity of Decoding.",
"4V61-1","2007-11-09","4V61","10.1073/pnas.0709856104","Cryo-EM study of the spinach chloroplast ribosome reveals the structural and functional roles of plastid-specific ribosomal proteins",
"4V5P-2","2010-12-07","4V5P","10.1038/NSMB.2003","How Mutations in tRNA Distant from the Anticodon Affect the Fidelity of Decoding.",
"4V5Q-2","2010-12-07","4V5Q","10.1038/NSMB.2003","How Mutations in tRNA Distant from the Anticodon Affect the Fidelity of Decoding.",
"4V5Q-1","2010-12-07","4V5Q","10.1038/NSMB.2003","How Mutations in tRNA Distant from the Anticodon Affect the Fidelity of Decoding.",
"5NP6-1","2017-04-13","5NP6","10.1126/sciadv.1700147","Ribosome rearrangements at the onset of translational bypassing.",
"6OFX-1","2019-04-01","6OFX","10.7554/eLife.46850","Extensive ribosome and RF2 rearrangements during translation termination.",
"4V6N-1","2011-12-07","4V6N","10.1073/pnas.1201288109","Structural characterization of mRNA-tRNA translocation intermediates.",
"6V39-1","2019-11-25","6V39","10.1128/mBio.03117-19","Cryo-electron Microscopy Structure of the Acinetobacter baumannii 70S Ribosome and Implications for New Antibiotic Development.",
"4V6O-1","2011-12-07","4V6O","10.1073/pnas.1201288109","Structural characterization of mRNA-tRNA translocation intermediates.",
"4V70-1","2013-10-14","4V70","10.1038/nsmb.2690","Energy barriers and driving forces in tRNA translocation through the ribosome.",
"5U9F-1","2016-12-16","5U9F","10.7554/eLife.23687","Mechanism of ribosome rescue by ArfA and RF2.",
"4V47-1","2003-05-06","4V47","10.1016/S0092-8674(03)00427-6","Study of the structural dynamics of the E. coli 70S ribosome using real space refinement",
"6ERI-1","2017-10-18","6ERI","10.1038/s41477-018-0129-6","Structure of the chloroplast ribosome with chl-RRF and hibernation-promoting factor.",
"6DNC-1","2018-06-06","6DNC","10.1074/jbc.AW118.003232","Mechanism of premature translation termination on a sense codon.",
"5VPP-2","2017-05-05","5VPP","10.1073/pnas.1809319115","Mechanism of tRNA-mediated +1 ribosomal frameshifting.",
"5VPP-1","2017-05-05","5VPP","10.1073/pnas.1809319115","Mechanism of tRNA-mediated +1 ribosomal frameshifting.",
"6PPF-1","2019-07-06","6PPF",,"RbgA Triggers Folding of the 50S Subunit Functional Sites",
"5T6R-1","2016-09-01","5T6R","10.15252/embj.201696012","Nmd3 is a structural mimic of eIF5A, and activates the cpGTPase Lsg1 during 60S ribosome biogenesis.",
"4V4G-1","2004-10-06","4V4G","10.1038/nsmb850","Structural basis for the control of translation initiation during stress.",
"4V4G-2","2004-10-06","4V4G","10.1038/nsmb850","Structural basis for the control of translation initiation during stress.",
"4V4G-3","2004-10-06","4V4G","10.1038/nsmb850","Structural basis for the control of translation initiation during stress.",
"4V4G-4","2004-10-06","4V4G","10.1038/nsmb850","Structural basis for the control of translation initiation during stress.",
"4V4G-5","2004-10-06","4V4G","10.1038/nsmb850","Structural basis for the control of translation initiation during stress.",
"4V4Z-1","2006-06-27","4V4Z","10.1038/nature05281","Structural basis for messenger RNA movement on the ribosome.",
"4V6Z-1","2013-10-14","4V6Z","10.1038/nsmb.2690","Energy barriers and driving forces in tRNA translocation through the ribosome.",
"6MTB-1","2018-10-19","6MTB","10.7554/eLife.40486","Structures of translationally inactive mammalian ribosomes.",
"4V8P-1","2011-09-14","4V8P","10.1126/SCIENCE.1211204","Crystal Structure of the Eukaryotic 60S Ribosomal Subunit in Complex with Initiation Factor 6.",
"4V91-1","2014-03-21","4V91","10.1016/J.CELL.2014.04.015","Initiation of Translation by Cricket Paralysis Virus Ires Requires its Translocation in the Ribosome.",
"4V8P-2","2011-09-14","4V8P","10.1126/SCIENCE.1211204","Crystal Structure of the Eukaryotic 60S Ribosomal Subunit in Complex with Initiation Factor 6.",
"4V8P-3","2011-09-14","4V8P","10.1126/SCIENCE.1211204","Crystal Structure of the Eukaryotic 60S Ribosomal Subunit in Complex with Initiation Factor 6.",
"4V8P-4","2011-09-14","4V8P","10.1126/SCIENCE.1211204","Crystal Structure of the Eukaryotic 60S Ribosomal Subunit in Complex with Initiation Factor 6.",
"6HA8-1","2018-08-07","6HA8","10.1073/pnas.1808535115","Structural basis for antibiotic resistance mediated by theBacillus subtilisABCF ATPase VmlR.",
"4V8O-1","2011-07-26","4V8O","10.1073/PNAS.1112185108","Crystal Structure of the Hybrid State of Ribosome in Complex with the Guanosine Triphosphatase Release Factor 3.",
"4V90-1","2014-02-22","4V90","10.1038/nsmb.2645","Structure of EF-G-ribosome complex in a pretranslocation state.",
"1JZZ-1","2001-09-17","1JZZ","10.1038/35101544","Structural basis for the interaction of antibiotics with the peptidyl transferase centre in eubacteria.",
"2NOQ-1","2006-10-26","2NOQ","10.1038/nsmb1177","Structure of the ribosome-bound cricket paralysis virus IRES RNA.",
"4V8N-1","2013-02-13","4V8N","10.1038/NSMB.2545","The Structural Basis for Specific Decoding of Aua by Isoleucine tRNA on the Ribosome",
"4V8N-2","2013-02-13","4V8N","10.1038/NSMB.2545","The Structural Basis for Specific Decoding of Aua by Isoleucine tRNA on the Ribosome",
"6HRM-1","2018-09-27","6HRM","10.1038/s41586-018-0773-z","Controlling orthogonal ribosome subunit interactions enables evolution of new function.",
"4V8M-1","2012-12-09","4V8M","10.1038/NATURE11872","High-Resolution Cryo-Electron Microscopy Structure of the Trypanosoma Brucei Ribosome.",
"6Y0G-1","2020-02-07","6Y0G","10.1016/j.celrep.2020.03.037","Dynamics of uS19 C-Terminal Tail during the Translation Elongation Cycle in Human Ribosomes.",
"5XYM-1","2017-07-09","5XYM","10.1007/s13238-017-0456-9","Cryo-EM structure of Mycobacterium smegmatis ribosome reveals two unidentified ribosomal proteins close to the functional centers.",
"2HHH-1","2006-06-28","2HHH","10.1038/nsmb1145","The antibiotic kasugamycin mimics mRNA nucleotides to destabilize tRNA binding and inhibit canonical translation initiation.",
"6RXV-1","2019-06-10","6RXV","10.1016/j.molcel.2019.06.032","Thermophile 90S Pre-ribosome Structures Reveal the Reverse Order of Co-transcriptional 18S rRNA Subdomain Integration.",
"4XEJ-1","2014-12-23","4XEJ","10.1038/nature14219","Initiation of translation in bacteria by a structured eukaryotic IRES RNA.",
"4XEJ-2","2014-12-23","4XEJ","10.1038/nature14219","Initiation of translation in bacteria by a structured eukaryotic IRES RNA.",
"6TBV-1","2019-11-04","6TBV","10.1038/s41564-020-0669-1","Ornithine capture by a translating ribosome controls bacterial polyamine synthesis.",
"5IT7-1","2016-03-16","5IT7","10.7554/eLife.13567","Structural characterization of ribosome recruitment and translocation by type IV IRES.",
"6SPD-1","2019-09-01","6SPD","10.1073/pnas.1909831116","Structure ofPseudomonas aeruginosaribosomes from an aminoglycoside-resistant clinical isolate.",
"5IBB-1","2016-02-22","5IBB","10.1093/nar/gkw431","The ribosome prohibits the GU wobble geometry at the first position of the codon-anticodon helix.",
"5IBB-2","2016-02-22","5IBB","10.1093/nar/gkw431","The ribosome prohibits the GU wobble geometry at the first position of the codon-anticodon helix.",
"2VRH-1","2008-04-07","2VRH","10.1038/EMBOJ.2008.89","Molecular Mechanism and Structure of Trigger Factor Bound to the Translating Ribosome.",
"6PCQ-1","2019-06-18","6PCQ",,"Synthesis and mechanism of action of group A streptogramin antibiotics that overcome resistance",
"6SPE-1","2019-09-01","6SPE","10.1073/pnas.1909831116","Structure ofPseudomonas aeruginosaribosomes from an aminoglycoside-resistant clinical isolate.",
"6SPC-1","2019-09-01","6SPC","10.1073/pnas.1909831116","Structure ofPseudomonas aeruginosaribosomes from an aminoglycoside-resistant clinical isolate.",
"6PCR-1","2019-06-18","6PCR",,"Synthesis and mechanism of action of group A streptogramin antibiotics that overcome resistance",
"6SPF-1","2019-09-01","6SPF","10.1073/pnas.1909831116","Structure ofPseudomonas aeruginosaribosomes from an aminoglycoside-resistant clinical isolate.",
"6PCS-1","2019-06-18","6PCS",,"Synthesis and mechanism of action of group A streptogramin antibiotics that overcome resistance",
"6SPG-1","2019-09-01","6SPG","10.1073/pnas.1909831116","Structure ofPseudomonas aeruginosaribosomes from an aminoglycoside-resistant clinical isolate.",
"6PCT-1","2019-06-18","6PCT",,"Synthesis and mechanism of action of group A streptogramin antibiotics that overcome resistance",
"4WRA-1","2014-10-23","4WRA","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"4WRA-2","2014-10-23","4WRA","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"1C04-1","1999-07-14","1C04","10.1038/23641","Placement of protein and RNA structures into a 5 A-resolution map of the 50S ribosomal subunit.",
"5MRF-1","2016-12-22","5MRF","10.1126/science.aal2415","The structure of the yeast mitochondrial ribosome.",
"6GQB-1","2018-06-07","6GQB","10.1016/j.jmb.2018.06.006","Structural Insights into the Role of Diphthamide on Elongation Factor 2 in mRNA Reading-Frame Maintenance.",
"5LMO-1","2016-08-01","5LMO","10.1016/j.cell.2016.08.074","Large-Scale Movements of IF3 and tRNA during Bacterial Translation Initiation.",
"1C06-1","1999-07-14","1C06","10.1006/jmbi.1999.3061","Refining the overall structure and subdomain orientation of ribosomal protein S4 delta41 with dipolar couplings measured by NMR in uniaxial liquid crystalline phases.",
"5NDW-1","2017-03-09","5NDW","10.1073/pnas.1715501114","Aminoglycoside interactions and impacts on the eukaryotic ribosome.",
"5NDW-2","2017-03-09","5NDW","10.1073/pnas.1715501114","Aminoglycoside interactions and impacts on the eukaryotic ribosome.",
"5MRC-1","2016-12-22","5MRC","10.1126/science.aal2415","The structure of the yeast mitochondrial ribosome.",
"1C05-1","1999-07-14","1C05","10.1006/jmbi.1999.3061","Refining the overall structure and subdomain orientation of ribosomal protein S4 delta41 with dipolar couplings measured by NMR in uniaxial liquid crystalline phases.",
"5NDV-2","2017-03-09","5NDV","10.1073/pnas.1715501114","Aminoglycoside interactions and impacts on the eukaryotic ribosome.",
"5NDV-1","2017-03-09","5NDV","10.1073/pnas.1715501114","Aminoglycoside interactions and impacts on the eukaryotic ribosome.",
"5MRE-1","2016-12-22","5MRE","10.1126/science.aal2415","The structure of the yeast mitochondrial ribosome.",
"5LMR-1","2016-08-01","5LMR","10.1016/j.cell.2016.08.074","Large-Scale Movements of IF3 and tRNA during Bacterial Translation Initiation.",
"5NDK-1","2017-03-08","5NDK","10.1073/pnas.1715501114","Aminoglycoside interactions and impacts on the eukaryotic ribosome.",
"5NDK-2","2017-03-08","5NDK","10.1073/pnas.1715501114","Aminoglycoside interactions and impacts on the eukaryotic ribosome.",
"4WQR-1","2014-10-22","4WQR","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"4WQR-2","2014-10-22","4WQR","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"2VQE-1","2008-03-13","2VQE","10.1074/JBC.M800233200","Modified Uridines with C5-Methylene Substituents at the First Position of the tRNA Anticodon Stabilize U.G Wobble Pairing During Decoding.",
"4WR6-2","2014-10-23","4WR6","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"4WR6-1","2014-10-23","4WR6","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"5LMS-1","2016-08-01","5LMS","10.1016/j.cell.2016.08.074","Large-Scale Movements of IF3 and tRNA during Bacterial Translation Initiation.",
"5NDJ-2","2017-03-08","5NDJ","10.1073/pnas.1715501114","Aminoglycoside interactions and impacts on the eukaryotic ribosome.",
"5NDJ-1","2017-03-08","5NDJ","10.1073/pnas.1715501114","Aminoglycoside interactions and impacts on the eukaryotic ribosome.",
"5LMP-1","2016-08-01","5LMP","10.1016/j.cell.2016.08.074","Large-Scale Movements of IF3 and tRNA during Bacterial Translation Initiation.",
"1NKW-1","2003-01-05","1NKW","10.1016/S0092-8674(01)00546-3","High resolution structure of the large ribosomal subunit from a mesophilic eubacterium",
"5LMQ-1","2016-08-01","5LMQ","10.1016/j.cell.2016.08.074","Large-Scale Movements of IF3 and tRNA during Bacterial Translation Initiation.",
"6R87-1","2019-03-31","6R87","10.1038/s41586-019-1307-z","Structure and function of Vms1 and Arb1 in RQC and mitochondrial proteome homeostasis.",
"6Z6K-1","2020-05-28","6Z6K","10.1371/journal.pbio.3000780","Structure and function of yeast Lso2 and human CCDC124 bound to hibernating ribosomes.",
"6XQE-2","2020-07-09","6XQE",,"Sarecycline interferes with tRNA accommodation and tethers mRNA to the 70S ribosome",
"6XQE-1","2020-07-09","6XQE",,"Sarecycline interferes with tRNA accommodation and tethers mRNA to the 70S ribosome",
"4LF6-1","2013-06-26","4LF6",,"Crystal Structure of 30S ribosomal subunit from Thermus thermophilus",
"4D67-1","2014-11-10","4D67","10.1016/J.MOLCEL.2014.12.016","Cryo-Em Structures of Ribosomal 80S Complexes with Termination Factors and Cricket Paralysis Virus Ires Reveal the Ires in the Translocated State",
"6Z6L-1","2020-05-28","6Z6L","10.1371/journal.pbio.3000780","Structure and function of yeast Lso2 and human CCDC124 bound to hibernating ribosomes.",
"1DV4-1","2000-01-19","1DV4","10.1073/pnas.96.25.14252","The small ribosomal subunit from Thermus thermophilus at 4.5 A resolution: pattern fittings and the identification of a functional site.",
"4LF5-1","2013-06-26","4LF5",,"Crystal Structure of 30S ribosomal subunit from Thermus thermophilus",
"6HCJ-1","2018-08-15","6HCJ","10.1016/j.molcel.2018.08.037","ZNF598 Is a Quality Control Sensor of Collided Ribosomes.",
"4LF4-1","2013-06-26","4LF4",,"Crystal Structure of 30S ribosomal subunit from Thermus thermophilus",
"6Z6N-1","2020-05-28","6Z6N","10.1371/journal.pbio.3000780","Structure and function of yeast Lso2 and human CCDC124 bound to hibernating ribosomes.",
"5X8P-1","2017-03-03","5X8P","10.1093/nar/gkx499","Unique localization of the plastid-specific ribosomal proteins in the chloroplast ribosome small subunit provides mechanistic insights into the chloroplastic translation",
"5X8R-1","2017-03-03","5X8R","10.1093/nar/gkx499","Unique localization of the plastid-specific ribosomal proteins in the chloroplast ribosome small subunit provides mechanistic insights into the chloroplastic translation",
"5IQR-1","2016-03-11","5IQR","10.1038/nature17675","Ribosome-dependent activation of stringent control.",
"6Z6M-1","2020-05-28","6Z6M","10.1371/journal.pbio.3000780","Structure and function of yeast Lso2 and human CCDC124 bound to hibernating ribosomes.",
"4LF9-1","2013-06-26","4LF9",,"Crystal Structure of 30S ribosomal subunit from Thermus thermophilus",
"4D5Y-1","2014-11-07","4D5Y","10.1016/J.MOLCEL.2014.12.016","Cryo-Em Structures of Ribosomal 80S Complexes with Termination Factors and Cricket Paralysis Virus Ires Reveal the Ires in the Translocated State",
"4LF8-1","2013-06-26","4LF8",,"Crystal Structure of 30S ribosomal subunit from Thermus thermophilus",
"5NCO-1","2017-03-06","5NCO","10.1038/ncomms15470","Structure of the quaternary complex between SRP, SR, and translocon bound to the translating ribosome.",
"5X8T-1","2017-03-03","5X8T","10.1093/nar/gkx499","Unique localization of the plastid-specific ribosomal proteins in the chloroplast ribosome small subunit provides mechanistic insights into the chloroplastic translation",
"6Z6J-1","2020-05-28","6Z6J","10.1371/journal.pbio.3000780","Structure and function of yeast Lso2 and human CCDC124 bound to hibernating ribosomes.",
"4LF7-1","2013-06-26","4LF7",,"Crystal Structure of 30S ribosomal subunit from Thermus thermophilus",
"6XQD-2","2020-07-09","6XQD",,"Sarecycline interferes with tRNA accommodation and tethers mRNA to the 70S ribosome",
"6XQD-1","2020-07-09","6XQD",,"Sarecycline interferes with tRNA accommodation and tethers mRNA to the 70S ribosome",
"5LMV-1","2016-08-01","5LMV","10.1016/j.cell.2016.08.074","Large-Scale Movements of IF3 and tRNA during Bacterial Translation Initiation.",
"6IZ7-1","2018-12-18","6IZ7","10.1016/j.jmb.2019.02.002","Cryo-EM Structures Reveal Relocalization of MetAP in the Presence of Other Protein Biogenesis Factors at the Ribosomal Tunnel Exit.",
"1KQS-1","2002-01-07","1KQS",,"A pre-translocational intermediate in protein synthesis observed in crystals of enzymatically active 50S subunits.",
"2VQF-1","2008-03-14","2VQF","10.1074/JBC.M800233200","Modified Uridines with C5-Methylene Substituents at the First Position of the tRNA Anticodon Stabilize U.G Wobble Pairing During Decoding.",
"5LMT-1","2016-08-01","5LMT","10.1016/j.cell.2016.08.074","Large-Scale Movements of IF3 and tRNA during Bacterial Translation Initiation.",
"1T0K-1","2004-04-09","1T0K","10.1016/j.str.2004.04.023","Joint X-Ray and NMR Refinement of the Yeast L30e-mRNA Complex",
"5LMU-1","2016-08-01","5LMU","10.1016/j.cell.2016.08.074","Large-Scale Movements of IF3 and tRNA during Bacterial Translation Initiation.",
"2BCW-1","2005-10-19","2BCW","10.1016/j.molcel.2005.10.028","Interaction of the G' Domain of Elongation Factor G and the C-Terminal Domain of Ribosomal Protein L7/L12 during Translocation as Revealed by Cryo-EM.",
"1I94-1","2001-03-18","1I94","10.1093/emboj/20.8.1829","Crystal structures of complexes of the small ribosomal subunit with tetracycline, edeine and IF3.",
"2WWA-1","2009-10-22","2WWA","10.1126/SCIENCE.1178535","Structure of Monomeric Yeast and Mammalian Sec61 Complexes Interacting with the Translating Ribosome.",
"2WWB-1","2009-10-22","2WWB","10.1126/SCIENCE.1178535","Structure of Monomeric Yeast and Mammalian Sec61 Complexes Interacting with the Translating Ribosome.",
"6GB2-1","2018-04-13","6GB2","10.1038/s41586-018-0373-y","Unique features of mammalian mitochondrial translation initiation revealed by cryo-EM.",
"1DFU-1","1999-11-21","1DFU","10.1073/pnas.97.5.2023","Structure of Escherichia coli ribosomal protein L25 complexed with a 5S rRNA fragment at 1.8-A resolution.",
"6BOK-1","2017-11-20","6BOK","10.1016/j.str.2018.04.001","Conformational Control of Translation Termination on the 70S Ribosome.",
"6BOK-2","2017-11-20","6BOK","10.1016/j.str.2018.04.001","Conformational Control of Translation Termination on the 70S Ribosome.",
"3CPW-1","2008-04-01","3CPW","10.1021/jm800379d","Crystal Structure of the Oxazolidinone Antibiotic 
Linezolid Bound to the 50S Ribosomal Subunit",
"6RM3-1","2019-05-05","6RM3","10.1038/s41564-019-0514-6","Evolutionary compaction and adaptation visualized by the structure of the dormant microsporidian ribosome.",
"5A2Q-1","2015-05-21","5A2Q","10.1038/NCOMMS8646","Cryo-Em Structure of Hepatitis C Virus Ires Bound to the Human Ribosome at 3.9 Angstrom Resolution",
"6Y57-1","2020-02-25","6Y57","10.1016/j.celrep.2020.03.037","Dynamics of uS19 C-Terminal Tail during the Translation Elongation Cycle in Human Ribosomes.",
"2OGM-1","2007-01-07","2OGM","10.1073/pnas.0700041104","Induced-fit tightens pleuromutilins binding to ribosomes and remote interactions enable their selectivity.",
"4KVB-1","2013-05-22","4KVB",,"Structural robustness of the ribosome inferred from the X-ray crystal structure of a 30S ribosomal subunit lacking ribosomal protein S17",
"5J4B-2","2016-03-31","5J4B","10.1093/nar/gkw246","Insights into RNA binding by the anticancer drug cisplatin from the crystal structure of cisplatin-modified ribosome.",
"5J4B-1","2016-03-31","5J4B","10.1093/nar/gkw246","Insights into RNA binding by the anticancer drug cisplatin from the crystal structure of cisplatin-modified ribosome.",
"3J7Y-1","2014-08-26","3J7Y","10.1126/science.1258026","Structure of the large ribosomal subunit from human mitochondria.",
"4UJE-1","2014-04-05","4UJE","10.1016/J.CELL.2014.04.044","Regulation of the Mammalian Elongation Cycle by Subunit Rolling: A Eukaryotic-Specific Ribosome Rearrangement.",
"5JU8-1","2016-05-10","5JU8","10.1038/ncomms12026","A combined cryo-EM and molecular dynamics approach reveals the mechanism of ErmBL-mediated translation arrest.",
"5CZP-2","2015-07-31","5CZP","10.1016/j.celrep.2016.08.085","Uniformity of Peptide Release Is Maintained by Methylation of Release Factors.",
"5CZP-1","2015-07-31","5CZP","10.1016/j.celrep.2016.08.085","Uniformity of Peptide Release Is Maintained by Methylation of Release Factors.",
"5O61-1","2017-06-03","5O61","10.1016/j.celrep.2017.06.029","The Complete Structure of the Mycobacterium smegmatis 70S Ribosome.",
"1DD5-1","1999-11-08","1DD5","10.1126/science.286.5448.2349","Crystal structure of Thermotoga maritima ribosome recycling factor: a tRNA mimic.",
"5WF0-1","2017-07-11","5WF0","10.1093/nar/gky346","Cryo-EM shows stages of initial codon selection on the ribosome by aa-tRNA in ternary complex with GTP and the GTPase-deficient EF-TuH84A.",
"4TUE-2","2014-06-24","4TUE","10.1261/rna.046953.114","Structural insights into translational recoding by frameshift suppressor tRNASufJ.",
"4TUE-1","2014-06-24","4TUE","10.1261/rna.046953.114","Structural insights into translational recoding by frameshift suppressor tRNASufJ.",
"5AA0-1","2015-07-23","5AA0","10.1073/PNAS.1513216112","Structure of Bipa in GTP Form Bound to the Ratcheted Ribosome.",
"6UCQ-2","2019-09-17","6UCQ","10.1038/s41594-019-0350-7","Structural basis for ribosome recycling by RRF and tRNA.",
"6UCQ-1","2019-09-17","6UCQ","10.1038/s41594-019-0350-7","Structural basis for ribosome recycling by RRF and tRNA.",
"4UY8-1","2014-08-29","4UY8","10.1016/J.CELREP.2014.09.011","Molecular Basis for the Ribosome Functioning as an L-Tryptophan Sensor.",
"3J78-1","2014-05-29","3J78","10.1016/j.str.2014.06.003","Structures of Yeast 80S Ribosome-tRNA Complexes in the Rotated and Nonrotated Conformations.",
"4LFC-1","2013-06-26","4LFC",
"6HCM-1","2018-08-15","6HCM","10.1016/j.molcel.2018.08.037","ZNF598 Is a Quality Control Sensor of Collided Ribosomes.",
"3J6Y-1","2014-04-16","3J6Y","10.1073/pnas.1406335111","Taura syndrome virus IRES initiates translation by binding its tRNA-mRNA-like structural element in the ribosomal decoding center.",
"5J3C-2","2016-03-30","5J3C","10.1016/j.celrep.2016.08.085","Uniformity of Peptide Release Is Maintained by Methylation of Release Factors.",
"5J3C-1","2016-03-30","5J3C","10.1016/j.celrep.2016.08.085","Uniformity of Peptide Release Is Maintained by Methylation of Release Factors.",
"5JVH-1","2016-05-11","5JVH","10.1073/pnas.1614297113","Avilamycin and evernimicin induce structural changes in rProteins uL16 and CTC that enhance the inhibition of A-site tRNA binding.",
"6HCQ-1","2018-08-16","6HCQ","10.1016/j.molcel.2018.08.037","ZNF598 Is a Quality Control Sensor of Collided Ribosomes.",
"5WFK-1","2017-07-12","5WFK","10.1093/nar/gky346","Cryo-EM shows stages of initial codon selection on the ribosome by aa-tRNA in ternary complex with GTP and the GTPase-deficient EF-TuH84A.",
"5ND9-1","2017-03-07","5ND9","10.15252/embj.201696105","Structures and dynamics of hibernating ribosomes from Staphylococcus aureus mediated by intermolecular interactions of HPF.",
"5JVG-1","2016-05-11","5JVG","10.1073/pnas.1614297113","Avilamycin and evernimicin induce structural changes in rProteins uL16 and CTC that enhance the inhibition of A-site tRNA binding.",
"4LFB-1","2013-06-26","4LFB",,"Crystal Structure of 30S ribosomal subunit from Thermus thermophilus",
"3J6X-1","2014-04-16","3J6X","10.1073/pnas.1406335111","Taura syndrome virus IRES initiates translation by binding its tRNA-mRNA-like structural element in the ribosomal decoding center.",
"1DD4-2","1999-11-08","1DD4","10.1093/emboj/19.2.174","Flexibility, conformational diversity and two dimerization modes in complexes of ribosomal protein L12.",
"1DD4-1","1999-11-08","1DD4","10.1093/emboj/19.2.174","Flexibility, conformational diversity and two dimerization modes in complexes of ribosomal protein L12.",
"1NJM-1","2003-01-02","1NJM","10.1016/S1097-2765(03)00009-1","Structural basis of the ribosomal machinery for Peptide bond formation,  
translocation, and nascent chain progression",
"4L47-1","2013-06-07","4L47","10.1073/pnas.1409436111","Structural insights into +1 frameshifting promoted by expanded or modification-deficient anticodon stem loops.",
"1NJP-1","2003-01-02","1NJP","10.1016/S1097-2765(03)00009-1","Structural basis of the ribosomal machinery for Peptide bond formation, 
translocation, and nascent chain progression",
"4L47-2","2013-06-07","4L47","10.1073/pnas.1409436111","Structural insights into +1 frameshifting promoted by expanded or modification-deficient anticodon stem loops.",
"4U6F-2","2014-07-28","4U6F","10.1038/nature13737","Structural basis for the inhibition of the eukaryotic ribosome.",
"4U6F-1","2014-07-28","4U6F","10.1038/nature13737","Structural basis for the inhibition of the eukaryotic ribosome.",
"4YY3-1","2015-03-23","4YY3","10.1261/rna.056218.116","mRNA bound to the 30S subunit is a HigB toxin substrate.",
"1DD3-1","1999-11-08","1DD3","10.1093/emboj/19.2.174","Flexibility, conformational diversity and two dimerization modes in complexes of ribosomal protein L12.",
"1NJN-1","2003-01-02","1NJN","10.1016/S1097-2765(03)00009-1","Structural basis of the ribosomal machinery for Peptide bond formation, 
translocation, and nascent chain progression",
"6QDW-1","2019-01-03","6QDW",,"Cryo-EM structure of the 50S ribosomal subunit at 2.83 Angstroms with modeled GBC SecM peptide",
"5LMN-1","2016-08-01","5LMN","10.1016/j.cell.2016.08.074","Large-Scale Movements of IF3 and tRNA during Bacterial Translation Initiation.",
"4LFA-1","2013-06-26","4LFA",,"Crystal Structure of 30S ribosomal subunit from Thermus thermophilus",
"3J77-1","2014-05-29","3J77","10.1016/j.str.2014.06.003","Structures of Yeast 80S Ribosome-tRNA Complexes in the Rotated and Nonrotated Conformations.",
"5ND8-1","2017-03-07","5ND8","10.15252/embj.201696105","Structures and dynamics of hibernating ribosomes from Staphylococcus aureus mediated by intermolecular interactions of HPF.",
"5NDG-2","2017-03-08","5NDG","10.1073/pnas.1715501114","Aminoglycoside interactions and impacts on the eukaryotic ribosome.",
"5NDG-1","2017-03-08","5NDG","10.1073/pnas.1715501114","Aminoglycoside interactions and impacts on the eukaryotic ribosome.",
"6GQ1-1","2018-06-07","6GQ1","10.1016/j.jmb.2018.06.006","Structural Insights into the Role of Diphthamide on Elongation Factor 2 in mRNA Reading-Frame Maintenance.",
"4YHH-1","2015-02-27","4YHH","10.1128/AAC.04895-14","Structural characterization of an alternative mode of tigecycline binding to the bacterial ribosome.",
"6R86-1","2019-03-31","6R86","10.1038/s41586-019-1307-z","Structure and function of Vms1 and Arb1 in RQC and mitochondrial proteome homeostasis.",
"6N8O-1","2018-11-29","6N8O","10.1038/s41467-019-08880-0","Tightly-orchestrated rearrangements govern catalytic center assembly of the ribosome.",
"1NJO-1","2003-01-02","1NJO","10.1016/S1097-2765(03)00009-1","Structural basis of the ribosomal machinery for Peptide bond formation, 
translocation, and nascent chain progression",
"5FDV-2","2015-12-16","5FDV","10.1093/nar/gkv1545","Structure of the mammalian antimicrobial peptide Bac7(1-16) bound within the exit tunnel of a bacterial ribosome.",
"5FDV-1","2015-12-16","5FDV","10.1093/nar/gkv1545","Structure of the mammalian antimicrobial peptide Bac7(1-16) bound within the exit tunnel of a bacterial ribosome.",
"5FDU-2","2015-12-16","5FDU","10.1093/nar/gkv1545","Structure of the mammalian antimicrobial peptide Bac7(1-16) bound within the exit tunnel of a bacterial ribosome.",
